question,tag,shopid,brand,cid3,sku,answer,cat1,cat2,profession,source
另外的话洗衣机需要我自己配水龙头吗,明白专用水龙头,,西门子,洗衣机,,亲，洗衣机安装需要准备一个水龙头，出水口带三圈以上外螺纹六分口径的，您可以在建材市场或超市购买，也可以在技术员处直接购买。机器自带1.2米左右的进排水管，如果需要加长管也可以在技术员处购买。,,,,silicon_valley
用什么材料,什么配件,,西门子,洗衣机,,亲，安装需要准备一个水龙头，出水口带三圈以上外螺纹六分口径的，您可以在建材市场或超市购买，也可以在工程师处直接购买。机器自带1.2米左右的进排水管，如果需要加长管也可以在工程师处购买。,,,,silicon_valley
我家在六楼楼梯楼 请问送上门吗,楼梯楼,,西门子,洗衣机,,亲下单保存完整的地址楼层也要写清楚哦，到时师傅都是根据您下单填写的地址来给您安排配送，写到几楼师傅会给您送到几楼的哦,,,,silicon_valley
需要我准备什么配件吗,什么配件,,西门子,洗衣机,,亲，安装需要准备一个水龙头，出水口带三圈以上外螺纹六分口径的，您可以在建材市场或超市购买，也可以在安装人员处直接购买。,,,,silicon_valley
怎么涨价了,涨价,,西门子,洗衣机,,亲，京东商城的商品价格随市场价格的波动每日都会有涨价、降价或者优惠等变化，具体已页面为准的哈~,,,,silicon_valley
银色和白色有什么区别,白色,,西门子,洗衣机,,亲，京东主推白色，所以价格做的比较低哦，2款就是颜色区别哦，看您喜欢哪个颜色哦~,,,,silicon_valley
什么时候送货啊,送货,,西门子,洗衣机,,亲，京东自营店商品有京东负责发货，送货，我们是厂家产品咨询，无法准确答复发货时间哦,,,,silicon_valley
今天下单 什么时候送货,送货,,西门子,洗衣机,,亲，页面选择送货地址可以显示预计送达时间的哈,,,,silicon_valley
是送货上门 包安装吗,安装费用,,西门子,洗衣机,,亲，包安装的哦，送货跟安装是分开的哦,,,,silicon_valley
怎么返的,Other,,西门子,洗衣机,,亲亲，符合条件，赠品以等值京券形式发送，可直接兑换相对应商品；京券发送时间：订单完成10天后返还，zui后一批返券时间为2018年05月24日24:00，订单需在2018年05月14日24:00前完成。所有子订单状态为“已完成”，无退货，无取消,,,,silicon_valley
包上门安装吗,安装费用,,西门子,洗衣机,,亲亲，送货和安装是分开的呢，请您直接拨打客服热线西门子家电400 88 99999/博世家电400 88 55888，预约您当地的网点服务技师，一般预约后市区第二天工程师电话联系您郊区3天内为您上门安装并调试。,,,,silicon_valley
有洗衣机底架吗,底架,,西门子,洗衣机,,亲亲，您如果要购买产品配件需要拨打4008899999联系售后咨询购买渠道哦,,,,silicon_valley
不是保价格吗,保价格,,西门子,洗衣机,,亲亲，价保时间内，价格便宜，可以联系小秘书的哦申请补差的哦。,,,,silicon_valley
可以以旧换新吗,换新,,西门子,洗衣机,,亲亲  以旧换新/节能补贴需要麻烦您咨询一下京东的小秘书的哦,,,,silicon_valley
什么时候可以送货,送货,,西门子,洗衣机,,亲会根据您选择的发货时间尽快发货的哦,,,,silicon_valley
东西跟西门子原装有什么不一样的吗,西门子原装,,西门子,洗衣机,,亲可以放心的呢,,,,silicon_valley
怎么搞,Other,,西门子,洗衣机,,亲亲，您拨打西门子售后电话4008899999让师傅上门帮您看看哦,,,,silicon_valley
深圳市南山区松坪村,市松坪村,,西门子,洗衣机,,亲可以保存地址看下的哦,,,,silicon_valley
降价是不是有价保,降价,,西门子,洗衣机,,亲爱的，关于价保问题，请您关注微信公众号“京东家电小秘书”，点击“一点无忧” — “价格保护”，小秘书帮您实现快速价保，如遇问题，请召唤小秘书进行人工咨询，再也不用排队等待啦~,,,,silicon_valley
我的还没有送货,我的送货,,西门子,洗衣机,,亲如果没有收到货可以取消订单重新购买，亲可以先下单下单成功之后在取消之前的订单哦 防止您取消了订单在下单无货了呢 ，最好先下单好了在取消之前的哈,,,,silicon_valley
今天是最低价格高吗,价格,,西门子,洗衣机,,亲爱哒，目前价格就是就是最低价格，可以放心选购哦 都在抢购 价格随时会变化哦 尽量早下单哦,,,,silicon_valley
可以再送延长保修吗,保修,,西门子,洗衣机,,亲可以联系西门子售后延保电话4008081919咨询购买厂家延保哦,,,,silicon_valley
我已经下单了啊,地址,,西门子,洗衣机,,亲可以申请退款重拍或者联系京东客服处理哦,,,,silicon_valley
怎么不能选择送货时间,送货,,西门子,洗衣机,,亲联系下京东客服帮您查询哦,,,,silicon_valley
不过洗衣机是西门子的很好用,洗衣机西门子,,西门子,洗衣机,,亲放心购买哦,,,,silicon_valley
送货到家吗,送货,,西门子,洗衣机,,亲根据配送地下单，能拍下就是可以的,,,,silicon_valley
预约安装,安装,,西门子,洗衣机,,亲可以电话预约下的哦,,,,silicon_valley
可以分期付款吗,付款,,西门子,洗衣机,,付款方式分为以下几种：先款订单请您在订单提交成功后24小时之内付款完毕? 1、在线支付，包括企业网银，请您进入“我的订单”，点击“付款”按流提示操作2、邮局汇款，订单提交成功后，请按提示到邮局操作汇款，然后进入“我的订单”填写付款确认3、公司转账，线下转账，提交订单后选择线下公司转账会生成14位汇款识别码，请按提示到银行操作转账，然后进入“我的订单”填写付款确认4、分期付款，在线分期可直接提交信用卡信息并认证，电话分期请等候京东客服致电确认相关信息 5、货到付款（需查询范围），请在订单送达时签收付款。,,,,silicon_valley
现在下订单什么时候能送到,哪个城市城市发货,,西门子,洗衣机,,从哪里发货是由京东配送部根据库存就近安排的。我们厂家客服是不能确定的呢~您放心，都给您无损到家的！,,,,silicon_valley
亲我是山东烟台的从哪里发货啊大概几天能到,哪个城市城市发货,,西门子,洗衣机,,从哪里发货是由京东配送部根据库存就近安排的。我们厂家客服是不能确定的呢~您放心，都给您无损到家的！,,,,silicon_valley
那你们发货是从哪里发货,哪个城市城市发货,,西门子,洗衣机,,从哪里发货是由京东配送部根据库存就近安排的。我们厂家客服是不能确定的呢~您放心，都给您无损到家的！,,,,silicon_valley
没发票 发票了没有,发票发票,,西门子,洗衣机,,你好，订单完成48小时后，您可登陆京东个人账户，在“我的订单”—订单详情页中，页面右下角下载电子发票。,,,,silicon_valley
发票到时候怎么给我呢,发票发票,,西门子,洗衣机,,你好，订单完成48小时后，您可登陆京东个人账户，在“我的订单”—订单详情页中，页面右下角下载电子发票。,,,,silicon_valley
哪里发货的,发货,,西门子,洗衣机,,从哪里发货是根据库存就近安排的。我们厂家客服是不能确定的呢~您放心，都给您无损到家的！,,,,silicon_valley
压缩机保修十年是吧,保修,,西门子,洗衣机,,以下单为准的哦,,,,silicon_valley
会送货上门吗,安装师傅会,,西门子,洗衣机,,会的哦,,,,silicon_valley
几级能效,能效,,西门子,洗衣机,,以实际收到为准的,,,,silicon_valley
赠送压缩机吗,赠送压缩机,,西门子,洗衣机,,保修,,,,silicon_valley
什么券,Other,,西门子,洗衣机,,优惠券,,,,silicon_valley
假日功能啥意思,假期功能,,西门子,洗衣机,,假日功能就是：当用户外出度假时，冷藏和维他/生物保鲜通常不会再放置食物，开启假日功能后，压缩机会减少对冷藏和维他/生物保鲜制冷，可以达到节能的目的,,,,silicon_valley
那为什么免熨烫,免熨烫,,西门子,洗衣机,,免熨烫：此附加功能可减少洗涤后衣物的褶皱，脱水时自动调低脱水转速，并在洗涤结束后增加抖松的过程设置,,,,silicon_valley
收费还是免费的啊,收费免费,,西门子,洗衣机,,免费,,,,silicon_valley
需要付费吗,收费免费,,西门子,洗衣机,,免费,,,,silicon_valley
洗衣甩干的时候特别震动,洗衣甩干,,西门子,洗衣机,,先断电,,,,silicon_valley
有运费吗 安装收费吗,安装费用,,西门子,洗衣机,,免运费的,,,,silicon_valley
中间速冻还是冷冻,速冻冷冻,,西门子,洗衣机,,保鲜,,,,silicon_valley
安装收费吗,安装费用,,西门子,洗衣机,,免费的,,,,silicon_valley
要收费吗,收费,,西门子,洗衣机,,免费的哦,,,,silicon_valley
不收费吧,收费,,西门子,洗衣机,,免费哦,,,,silicon_valley
怎么申请保价,保价,,西门子,洗衣机,,关于价保问题，请您关注微信公众号“京东家电小秘书”，点击“一点无忧“—”价格保护”，小秘帮你三步快速实现价保，如遇问题，可召唤小秘书进行人工咨询哦~,,,,silicon_valley
售后呢,售后服务点,,西门子,洗衣机,,全国内都是可以上门服务的哦，亲可以致电西门子4008899999预约上门安装维修哦,,,,silicon_valley
售后服务呢,山东诸城,,西门子,洗衣机,,全国联保的,,,,silicon_valley
山东潍坊诸城有售后吗,山东诸城,,西门子,洗衣机,,全国联保的,,,,silicon_valley
售后服务呢,售后,,西门子,洗衣机,,全国内都可以上门服务的，您可以致电400 88 99999西门子热线处理安排的哦,,,,silicon_valley
西门子每一款洗碗机的尺寸都不一样吗,买洗碗机,,西门子,洗衣机,,具体看型号的呢,,,,silicon_valley
那如果我冰箱有问题怎么联系售后,售后,,西门子,洗衣机,,全国热线 400 88 99999,,,,silicon_valley
领券怎么领,领券,,西门子,洗衣机,,全部复制，发送到微信对话框里，点击领取试试,,,,silicon_valley
其他的没有区别是吗,区别,,西门子,洗衣机,,其他都是差不多的,,,,silicon_valley
别的还有什么区别,区别,,西门子,洗衣机,,其他没有了,,,,silicon_valley
如发现质量问题可以退货玛,发现质量问题,,西门子,洗衣机,,凭有效收货凭证和购机发票，自产品收货之日起开始计算，7天之内有性能故障可以退换；15天之内有性能故障可以换机；,,,,silicon_valley
水龙头有什么要求,水龙头需要,,西门子,洗衣机,,出水口带三圈以上外螺纹六分口径的，您可以在建材市场或超市购买，也可以在技术员处直接购买。,,,,silicon_valley
还有送货和安装是分开还是一起的,送货安装安装同时,,西门子,洗衣机,,分开的,,,,silicon_valley
几分的水龙头,分水龙头,,西门子,洗衣机,,出水口带三圈以上外螺纹六分口径的,,,,silicon_valley
送货和安装是一起的不,安装,,西门子,洗衣机,,分开的哦,,,,silicon_valley
其他都一样是吗,Other,,西门子,洗衣机,,功能都差不多的,,,,silicon_valley
其他功能一样的吗,功能,,西门子,洗衣机,,功能 基本一样的哦,,,,silicon_valley
有烘干功能吗,功能,,西门子,洗衣机,,冷凝烘干的,,,,silicon_valley
功能一样吗,功能,,西门子,洗衣机,,功能一样的呢,,,,silicon_valley
动态冷却是什么意思,动态冷却,,西门子,洗衣机,,动态冷却一般是指，通过冷藏室风扇带动内部空气流动，既能加快制冷，又能时刻保持箱内温度均衡，同时还能帮助化霜。,,,,silicon_valley
农村送货吗,送货,,西门子,洗衣机,,加入购物车填写详细地址，能提交订单就是可以送到的哦,,,,silicon_valley
可以送到农村吗,送货,,西门子,洗衣机,,加入购物车填写详细地址，能提交订单就是可以送到的哦,,,,silicon_valley
运费安装费都是收费的吗,安装费用,,西门子,洗衣机,,包邮的,,,,silicon_valley
包邮吗,安装费用,,西门子,洗衣机,,包邮的,,,,silicon_valley
白色和银色配置都一样吗 就颜色不一样,银色配置,,西门子,洗衣机,,功能都是一样的,,,,silicon_valley
保修几年,电话,,西门子,洗衣机,,博世售后热线4008855888,,,,silicon_valley
南京还是无锡产的,南京无锡,,西门子,洗衣机,,南京产的,,,,silicon_valley
上门免费安装吗,安装费用,,西门子,洗衣机,,包安装的,,,,silicon_valley
免运费 免安装费,免运费免,,西门子,洗衣机,,包邮,,,,silicon_valley
包安装吧,安装费用,,西门子,洗衣机,,包安装的呢,,,,silicon_valley
有发酵功能吗,发酵功能,,西门子,洗衣机,,可以，您选择50度给烤箱预热5-10分钟，关断烤箱，将生面团放进烤箱内20-30分钟即可，一般可以达到很好的发酵效果。,,,,silicon_valley
那对进水口有要求吗 我家进水口在下方,进水口,,西门子,洗衣机,,只要水压够、出水稳定，是可以的。,,,,silicon_valley
从哪发货呢,发货,,西门子,洗衣机,,发货是由京东配送部根据库存就近安排的,,,,silicon_valley
售后怎么联系,售后,,西门子,洗衣机,,博世家电售后电话：400 88 55888,,,,silicon_valley
